,icd_code,icd_version,description
15656,64211  ,9,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition"
15657,T503X6A,10,"Underdosing of electrolytic, caloric and water-balance agents, initial encounter"
15658,86413  ,9,"Injury to liver with open wound into cavity, laceration, moderate"
15659,K8060  ,10,"Calculus of gallbladder and bile duct with cholecystitis, unspecified, without obstruction"
15660,K8041  ,10,"Calculus of bile duct with cholecystitis, unspecified, with obstruction"
15661,A5486  ,10,Gonococcal sepsis
15662,66572  ,9,"Pelvic hematoma, delivered with mention of postpartum complication"
15663,64873  ,9,"Bone and joint disorders of back, pelvis, and lower limbs of mother, antepartum condition or complication"
15664,48289  ,9,Pneumonia due to other specified bacteria
15665,Z86007 ,10,Personal history of in-situ neoplasm of skin
15666,I63349 ,10,Cerebral infarction due to thrombosis of unspecified cerebellar artery
15667,S5421XA,10,"Injury of radial nerve at forearm level, right arm, initial encounter"
15668,E9272  ,9,Excessive physical exertion
15669,1483   ,9,Malignant neoplasm of posterior hypopharyngeal wall
15670,31231  ,9,Pathological gambling
15671,V149   ,9,Personal history of allergy to unspecified medicinal agent
15672,T790XXA,10,"Air embolism (traumatic), initial encounter"
15673,M25642 ,10,"Stiffness of left hand, not elsewhere classified"
15674,M25641 ,10,"Stiffness of right hand, not elsewhere classified"
15675,M25675 ,10,"Stiffness of left foot, not elsewhere classified"
15676,M25674 ,10,"Stiffness of right foot, not elsewhere classified"
15677,I69828 ,10,Other speech and language deficits following other cerebrovascular disease
15678,S82441D,10,"Displaced spiral fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
15679,S82241D,10,"Displaced spiral fracture of shaft of right tibia, subsequent encounter for closed fracture with routine healing"
15680,S82441A,10,"Displaced spiral fracture of shaft of right fibula, initial encounter for closed fracture"
15681,S62601A,10,"Fracture of unspecified phalanx of left index finger, initial encounter for closed fracture"
15682,80006  ,9,"Closed fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration"
15683,C8512  ,10,"Unspecified B-cell lymphoma, intrathoracic lymph nodes"
15684,I69141 ,10,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting right dominant side
15685,99589  ,9,"Other specified adverse effects, not elsewhere classified"
15686,K4040  ,10,"Unilateral inguinal hernia, with gangrene, not specified as recurrent"
15687,71667  ,9,"Unspecified monoarthritis, ankle and foot"
15688,2367   ,9,Neoplasm of uncertain behavior of bladder
15689,L0233  ,10,Carbuncle of buttock
15690,E9453  ,9,Other and unspecified drugs acting on muscles causing adverse effects in therapeutic use
15691,M20039 ,10,Swan-neck deformity of unspecified finger(s)
15692,S06301A,10,"Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, initial encounter"
15693,0990   ,9,Chancroid
15694,B341   ,10,"Enterovirus infection, unspecified"
15695,1102   ,9,Dermatophytosis of hand
15696,4512   ,9,"Phlebitis and thrombophlebitis of lower extremities, unspecified"
15697,9040   ,9,Injury to common femoral artery
15698,C8308  ,10,"Small cell B-cell lymphoma, lymph nodes of multiple sites"
15699,20085  ,9,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of inguinal region and lower limb"
15700,S2601XA,10,"Contusion of heart with hemopericardium, initial encounter"
15701,94333  ,9,"Full-thickness skin loss [third degree, not otherwise specified] of upper arm"
15702,2541   ,9,Abscess of thymus
15703,M4187  ,10,"Other forms of scoliosis, lumbosacral region"
15704,I70341 ,10,Atherosclerosis of unspecified type of bypass graft(s) of the left leg with ulceration of thigh
15705,94534  ,9,Full-thickness skin loss [third degree nos] of lower leg
15706,8280   ,9,"Closed multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum"
15707,37434  ,9,Blepharochalasis
15708,1878   ,9,Malignant neoplasm of other specified sites of male genital organs
15709,81259  ,9,Other open fracture of lower end of humerus
15710,9552   ,9,Injury to ulnar nerve
15711,83942  ,9,"Closed dislocation, sacrum"
15712,8782   ,9,"Open wound of scrotum and testes, without mention of complication"
15713,H8192  ,10,"Unspecified disorder of vestibular function, left ear"
15714,D294   ,10,Benign neoplasm of scrotum
15715,S14129S,10,"Central cord syndrome at unspecified level of cervical spinal cord, sequela"
15716,S14123S,10,"Central cord syndrome at C3 level of cervical spinal cord, sequela"
15717,S12200D,10,"Unspecified displaced fracture of third cervical vertebra, subsequent encounter for fracture with routine healing"
15718,1704   ,9,Malignant neoplasm of scapula and long bones of upper limb
15719,74782  ,9,Spinal vessel anomaly
15720,62401  ,9,Vulvar intraepithelial neoplasia I [VIN I]
15721,62409  ,9,Other dystrophy of vulva
15722,2298   ,9,Benign neoplasm of other specified sites
15723,I7401  ,10,Saddle embolus of abdominal aorta
15724,20042  ,9,"Mantle cell lymphoma, intrathoracic lymph nodes"
15725,K0401  ,10,Reversible pulpitis
15726,J949   ,10,"Pleural condition, unspecified"
15727,M25052 ,10,"Hemarthrosis, left hip"
15728,Z85030 ,10,Personal history of malignant carcinoid tumor of large intestine
15729,20951  ,9,Benign carcinoid tumor of the appendix
15730,T17328A,10,"Food in larynx causing other injury, initial encounter"
15731,C9130  ,10,Prolymphocytic leukemia of B-cell type not having achieved remission
15732,C9112  ,10,Chronic lymphocytic leukemia of B-cell type in relapse
15733,99988  ,9,Other infusion reaction
15734,1453   ,9,Malignant neoplasm of soft palate
15735,M8080XD,10,"Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with routine healing"
15736,S82391A,10,"Other fracture of lower end of right tibia, initial encounter for closed fracture"
15737,S82401D,10,"Unspecified fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
15738,C098   ,10,Malignant neoplasm of overlapping sites of tonsil
15739,K1233  ,10,Oral mucositis (ulcerative) due to radiation
15740,1528   ,9,Malignant neoplasm of other specified sites of small intestine
15741,S72334A,10,"Nondisplaced oblique fracture of shaft of right femur, initial encounter for closed fracture"
15742,T84030A,10,"Mechanical loosening of internal right hip prosthetic joint, initial encounter"
15743,T84040D,10,"Periprosthetic fracture around internal prosthetic right hip joint, subsequent encounter"
15744,M21622 ,10,Bunionette of left foot
15745,8270   ,9,"Other, multiple and ill-defined fractures of lower limb, closed"
15746,S50311D,10,"Abrasion of right elbow, subsequent encounter"
15747,V8661XA,10,"Passenger of ambulance or fire engine injured in nontraffic accident, initial encounter"
15748,K381   ,10,Appendicular concretions
15749,S90421A,10,"Blister (nonthermal), right great toe, initial encounter"
15750,2570   ,9,Testicular hyperfunction
15751,92821  ,9,Crushing injury of ankle
15752,8901   ,9,"Open wound of hip and thigh, complicated"
15753,E8141  ,9,Motor vehicle traffic accident involving collision with pedestrian injuring passenger in motor vehicle other than motorcycle
15754,E8506  ,9,Accidental poisoning by antirheumatics (antiphlogistics)
15755,52103  ,9,Dental caries extending into pulp
15756,37189  ,9,Other corneal disorders
15757,M2762  ,10,Post-osseointegration biological failure of dental implant
15758,52579  ,9,Other endosseous dental implant failure
15759,20060  ,9,"Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites"
15760,31321  ,9,Shyness disorder of childhood
15761,E8128  ,9,Other motor vehicle traffic accident involving collision with motor vehicle injuring other specified person
15762,T39012A,10,"Poisoning by aspirin, intentional self-harm, initial encounter"
15763,G737   ,10,Myopathy in diseases classified elsewhere
15764,T80919A,10,"Hemolytic transfusion reaction, unspecified incompatibility, unspecified as acute or delayed, initial encounter"
15765,6910   ,9,Diaper or napkin rash
15766,M129   ,10,"Arthropathy, unspecified"
15767,74489  ,9,Other specified congenital anomalies of face and neck
15768,T7805XA,10,"Anaphylactic reaction due to tree nuts and seeds, initial encounter"
15769,C8520  ,10,"Mediastinal (thymic) large B-cell lymphoma, unspecified site"
15770,B0222  ,10,Postherpetic trigeminal neuralgia
15771,S62112A,10,"Displaced fracture of triquetrum [cuneiform] bone, left wrist, initial encounter for closed fracture"
15772,20382  ,9,"Other immunoproliferative neoplasms, in relapse"
15773,L02222 ,10,"Furuncle of back [any part, except buttock]"
15774,S70211A,10,"Abrasion, right hip, initial encounter"
15775,S30811A,10,"Abrasion of abdominal wall, initial encounter"
15776,F19220 ,10,"Other psychoactive substance dependence with intoxication, uncomplicated"
15777,O9A212 ,10,"Injury, poisoning and certain other consequences of external causes complicating pregnancy, second trimester"
15778,O99322 ,10,"Drug use complicating pregnancy, second trimester"
15779,30252  ,9,Trans-sexualism with homosexual history
15780,67633  ,9,"Other and unspecified disorder of breast associated with childbirth, antepartum condition or complication"
15781,65571  ,9,"Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition"
15782,G619   ,10,"Inflammatory polyneuropathy, unspecified"
15783,M4720  ,10,"Other spondylosis with radiculopathy, site unspecified"
15784,71118  ,9,"Arthropathy associated with Reiter's disease and nonspecific urethritis, other specified sites"
15785,T63441A,10,"Toxic effect of venom of bees, accidental (unintentional), initial encounter"
15786,A6001  ,10,Herpesviral infection of penis
15787,S43422A,10,"Sprain of left rotator cuff capsule, initial encounter"
15788,1909   ,9,"Malignant neoplasm of eye, part unspecified"
15789,C6990  ,10,Malignant neoplasm of unspecified site of unspecified eye
15790,R402430,10,"Glasgow coma scale score 3-8, unspecified time"
15791,I69132 ,10,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting left dominant side
15792,7351   ,9,Hallux varus (acquired)
15793,I97631 ,10,Postprocedural hematoma of a circulatory system organ or structure following cardiac bypass
15794,C111   ,10,Malignant neoplasm of posterior wall of nasopharynx
15795,C07    ,10,Malignant neoplasm of parotid gland
15796,S0452XA,10,"Injury of facial nerve, left side, initial encounter"
15797,H16213 ,10,"Exposure keratoconjunctivitis, bilateral"
15798,D093   ,10,Carcinoma in situ of thyroid and other endocrine glands
15799,D444   ,10,Neoplasm of uncertain behavior of craniopharyngeal duct
15800,V6700  ,9,"Follow-up examination, following surgery, unspecified"
15801,71930  ,9,"Palindromic rheumatism, site unspecified"
15802,I82542 ,10,Chronic embolism and thrombosis of left tibial vein
15803,V537   ,9,Fitting and adjustment of orthopedic devices
15804,E034   ,10,Atrophy of thyroid (acquired)
15805,K08429 ,10,"Partial loss of teeth due to periodontal diseases, unspecified class"
15806,T8389XD,10,"Other specified complication of genitourinary prosthetic devices, implants and grafts, subsequent encounter"
15807,S37828D,10,"Other injury of prostate, subsequent encounter"
15808,J1081  ,10,Influenza due to other identified influenza virus with encephalopathy
15809,S37818A,10,"Other injury of adrenal gland, initial encounter"
15810,S36116A,10,"Major laceration of liver, initial encounter"
15811,V579XXA,10,"Unspecified occupant of pick-up truck or van injured in collision with fixed or stationary object in traffic accident, initial encounter"
15812,80050  ,9,"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness"
15813,9056   ,9,Late effect of dislocation
15814,83202  ,9,Closed posterior dislocation of elbow
15815,E288   ,10,Other ovarian dysfunction
15816,S73191S,10,"Other sprain of right hip, sequela"
15817,J672   ,10,Bird fancier's lung
15818,4952   ,9,Bird-fanciers' lung
15819,20957  ,9,Benign carcinoid tumor of the rectum
15820,V1366  ,9,Personal history of (corrected) congenital malformations of respiratory system
15821,I25708 ,10,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with other forms of angina pectoris"
15822,T86298 ,10,Other complications of heart transplant
15823,E0921  ,10,Drug or chemical induced diabetes mellitus with diabetic nephropathy
15824,L02224 ,10,Furuncle of groin
15825,L0102  ,10,Bockhart's impetigo
15826,I25811 ,10,Atherosclerosis of native coronary artery of transplanted heart without angina pectoris
15827,B079   ,10,"Viral wart, unspecified"
15828,67424  ,9,"Disruption of perineal wound, postpartum condition or complication"
15829,64904  ,9,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
15830,66944  ,9,"Other complications of obstetrical surgery and procedures, postpartum condition or complication"
15831,30081  ,9,Somatization disorder
15832,73014  ,9,"Chronic osteomyelitis, hand"
15833,Z884   ,10,Allergy status to anesthetic agent status
15834,M14662 ,10,"Charcot's joint, left knee"
15835,V528   ,9,Fitting and adjustment of other specified prosthetic device
15836,29011  ,9,Presenile dementia with delirium
15837,I82543 ,10,"Chronic embolism and thrombosis of tibial vein, bilateral"
15838,M8789  ,10,"Other osteonecrosis, multiple sites"
15839,M3213  ,10,Lung involvement in systemic lupus erythematosus
15840,M87159 ,10,"Osteonecrosis due to drugs, unspecified femur"
15841,M87188 ,10,"Osteonecrosis due to drugs, other site"
15842,M87176 ,10,"Osteonecrosis due to drugs, unspecified foot"
15843,D4101  ,10,Neoplasm of uncertain behavior of right kidney
15844,488    ,9,Flu d/t avian flu virus
15845,T474X6A,10,"Underdosing of other laxatives, initial encounter"
15846,T472X6A,10,"Underdosing of stimulant laxatives, initial encounter"
15847,Z2802  ,10,Immunization not carried out because of chronic illness or condition of patient
15848,S99911A,10,"Unspecified injury of right ankle, initial encounter"
15849,29626  ,9,"Major depressive affective disorder, single episode, in full remission"
15850,Z77012 ,10,Contact with and (suspected) exposure to uranium
15851,S0180XD,10,"Unspecified open wound of other part of head, subsequent encounter"
15852,T84298A,10,"Other mechanical complication of internal fixation device of other bones, initial encounter"
15853,H5052  ,10,Exophoria
15854,H5021  ,10,"Vertical strabismus, right eye"
15855,H5040  ,10,Unspecified heterotropia
15856,S70219A,10,"Abrasion, unspecified hip, initial encounter"
15857,31502  ,9,Developmental dyslexia
15858,M9110  ,10,"Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], unspecified leg"
15859,M9111  ,10,"Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes], right leg"
15860,9067   ,9,Late effect of burn of other extremities
15861,33529  ,9,Other motor neuron disease
15862,M910   ,10,Juvenile osteochondrosis of pelvis
15863,H6990  ,10,"Unspecified Eustachian tube disorder, unspecified ear"
15864,H2640  ,10,Unspecified secondary cataract
15865,H2012  ,10,"Chronic iridocyclitis, left eye"
15866,L920   ,10,Granuloma annulare
15867,53261  ,9,"Chronic or unspecified duodenal ulcer with hemorrhage and perforation, with obstruction"
15868,4252   ,9,Obscure cardiomyopathy of Africa
15869,M12812 ,10,"Other specific arthropathies, not elsewhere classified, left shoulder"
15870,4566   ,9,Vulval varices
15871,E031   ,10,Congenital hypothyroidism without goiter
15872,T17900D,10,"Unspecified foreign body in respiratory tract, part unspecified causing asphyxiation, subsequent encounter"
15873,L7601  ,10,Intraoperative hemorrhage and hematoma of skin and subcutaneous tissue complicating a dermatologic procedure
15874,H348122,10,"Central retinal vein occlusion, left eye, stable"
15875,2882   ,9,Genetic anomalies of leukocytes
15876,2326   ,9,"Carcinoma in situ of skin of upper limb, including shoulder"
15877,67321  ,9,"Obstetrical blood-clot embolism, delivered, with or without mention of antepartum condition"
15878,67323  ,9,"Obstetrical blood-clot embolism, antepartum condition or complication"
15879,67133  ,9,"Deep phlebothrombosis, antepartum, antepartum condition or complication"
15880,65613  ,9,"Rhesus isoimmunization, antepartum condition or complication"
15881,V4353XA,10,"Car driver injured in collision with pick-up truck in traffic accident, initial encounter"
15882,E9589  ,9,Suicide and self-inflicted injury by unspecified means
15883,72613  ,9,Partial tear of rotator cuff
15884,71892  ,9,"Unspecified derangement of joint, upper arm"
15885,986    ,9,Toxic effect of carbon monoxide
15886,E8688  ,9,Accidental poisoning by carbon monoxide from other sources
15887,86320  ,9,"Injury to small intestine, unspecified site, without open wound into cavity"
15888,Q0702  ,10,Arnold-Chiari syndrome with hydrocephalus
15889,D6951  ,10,Posttransfusion purpura
15890,6103   ,9,Fibrosclerosis of breast
15891,78763  ,9,Fecal urgency
15892,G9763  ,10,Postprocedural seroma of a nervous system organ or structure following a nervous system procedure
15893,S22009A,10,"Unspecified fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
15894,N048   ,10,Nephrotic syndrome with other morphologic changes
15895,40511  ,9,Benign renovascular hypertension
15896,I82C29 ,10,Chronic embolism and thrombosis of unspecified internal jugular vein
15897,T438X5A,10,"Adverse effect of other psychotropic drugs, initial encounter"
15898,D4702  ,10,Systemic mastocytosis
15899,Q7960  ,10,"Ehlers-Danlos syndrome, unspecified"
15900,I82712 ,10,Chronic embolism and thrombosis of superficial veins of left upper extremity
15901,T783XXS,10,"Angioneurotic edema, sequela"
15902,6031   ,9,Infected hydrocele
15903,9610   ,9,Poisoning by sulfonamides
15904,2776   ,9,Other deficiencies of circulating enzymes
15905,65813  ,9,"Premature rupture of membranes, antepartum condition or complication"
15906,O34219 ,10,Maternal care for unspecified type scar from previous cesarean delivery
15907,63412  ,9,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, complete"
15908,V233   ,9,Supervision of high-risk pregnancy with grand multiparity
15909,K8011  ,10,Calculus of gallbladder with chronic cholecystitis with obstruction
15910,S81802D,10,"Unspecified open wound, left lower leg, subsequent encounter"
15911,C966   ,10,Unifocal Langerhans-cell histiocytosis
15912,H11009 ,10,Unspecified pterygium of unspecified eye
15913,K113   ,10,Abscess of salivary gland
15914,C960   ,10,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis
15915,S32462A,10,"Displaced associated transverse-posterior fracture of left acetabulum, initial encounter for closed fracture"
15916,S76122A,10,"Laceration of left quadriceps muscle, fascia and tendon, initial encounter"
15917,S92235A,10,"Nondisplaced fracture of intermediate cuneiform of left foot, initial encounter for closed fracture"
15918,S92345A,10,"Nondisplaced fracture of fourth metatarsal bone, left foot, initial encounter for closed fracture"
15919,S42145A,10,"Nondisplaced fracture of glenoid cavity of scapula, left shoulder, initial encounter for closed fracture"
15920,S93325A,10,"Dislocation of tarsometatarsal joint of left foot, initial encounter"
15921,S93315A,10,"Dislocation of tarsal joint of left foot, initial encounter"
15922,S43432A,10,"Superior glenoid labrum lesion of left shoulder, initial encounter"
15923,H60391 ,10,"Other infective otitis externa, right ear"
15924,T562X1A,10,"Toxic effect of chromium and its compounds, accidental (unintentional), initial encounter"
15925,H70092 ,10,"Acute mastoiditis with other complications, left ear"
15926,H6592  ,10,"Unspecified nonsuppurative otitis media, left ear"
15927,G09    ,10,Sequelae of inflammatory diseases of central nervous system
15928,59655  ,9,Detrusor sphincter dyssynergia
15929,V655   ,9,Person with feared complaint in whom no diagnosis was made
15930,E8745  ,9,Mechanical failure of instrument or apparatus during heart catheterization
15931,46421  ,9,Acute laryngotracheitis with obstruction
15932,E0952  ,10,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy with gangrene
15933,Z4800  ,10,Encounter for change or removal of nonsurgical wound dressing
15934,S2222XD,10,"Fracture of body of sternum, subsequent encounter for fracture with routine healing"
15935,S32512D,10,"Fracture of superior rim of left pubis, subsequent encounter for fracture with routine healing"
15936,S52102D,10,"Unspecified fracture of upper end of left radius, subsequent encounter for closed fracture with routine healing"
15937,S32021D,10,"Stable burst fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing"
15938,S32049D,10,"Unspecified fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing"
15939,V8666XA,10,"Passenger of dirt bike or motor/cross bike injured in nontraffic accident, initial encounter"
15940,Q8501  ,10,"Neurofibromatosis, type 1"
15941,Z87718 ,10,Personal history of other specified (corrected) congenital malformations of genitourinary system
15942,S12200S,10,"Unspecified displaced fracture of third cervical vertebra, sequela"
15943,T1490XS,10,"Injury, unspecified, sequela"
15944,S14126A,10,"Central cord syndrome at C6 level of cervical spinal cord, initial encounter"
15945,96569  ,9,Poisoning by other antirheumatics
15946,72664  ,9,Patellar tendinitis
15947,R9341  ,10,"Abnormal radiologic findings on diagnostic imaging of renal pelvis, ureter, or bladder"
15948,T491X5A,10,"Adverse effect of antipruritics, initial encounter"
15949,H9101  ,10,"Ototoxic hearing loss, right ear"
15950,M86142 ,10,"Other acute osteomyelitis, left hand"
15951,N7011  ,10,Chronic salpingitis
15952,S14129A,10,"Central cord syndrome at unspecified level of cervical spinal cord, initial encounter"
15953,Y9301  ,10,"Activity, walking, marching and hiking"
15954,E8850  ,9,Fall from (nonmotorized) scooter
15955,9550   ,9,Injury to axillary nerve
15956,78835  ,9,Post-void dribbling
15957,S43224A,10,"Posterior dislocation of right sternoclavicular joint, initial encounter"
15958,V899XXA,10,"Person injured in unspecified vehicle accident, initial encounter"
15959,H11421 ,10,"Conjunctival edema, right eye"
15960,64793  ,9,"Unspecified infection or infestation of mother, antepartum condition or complication"
15961,38913  ,9,"Neural hearing loss, unilateral"
15962,17399  ,9,"Other specified malignant neoplasm of skin, site unspecified"
15963,K8047  ,10,Calculus of bile duct with acute and chronic cholecystitis with obstruction
15964,M88851 ,10,Osteitis deformans of right thigh
15965,L300   ,10,Nummular dermatitis
15966,86345  ,9,"Injury to rectum, without mention of open wound into cavity"
15967,L97122 ,10,Non-pressure chronic ulcer of left thigh with fat layer exposed
15968,L97112 ,10,Non-pressure chronic ulcer of right thigh with fat layer exposed
15969,L97222 ,10,Non-pressure chronic ulcer of left calf with fat layer exposed
15970,L97322 ,10,Non-pressure chronic ulcer of left ankle with fat layer exposed
15971,L97312 ,10,Non-pressure chronic ulcer of right ankle with fat layer exposed
15972,T364X6A,10,"Underdosing of tetracyclines, initial encounter"
15973,F82    ,10,Specific developmental disorder of motor function
15974,S30810A,10,"Abrasion of lower back and pelvis, initial encounter"
15975,S0266XA,10,"Fracture of symphysis of mandible, initial encounter for closed fracture"
15976,S02601A,10,"Fracture of unspecified part of body of right mandible, initial encounter for closed fracture"
15977,S02621A,10,"Fracture of subcondylar process of right mandible, initial encounter for closed fracture"
15978,S02622A,10,"Fracture of subcondylar process of left mandible, initial encounter for closed fracture"
15979,N841   ,10,Polyp of cervix uteri
15980,S81852A,10,"Open bite, left lower leg, initial encounter"
15981,53441  ,9,"Chronic or unspecified gastrojejunal ulcer, with hemorrhage, with obstruction"
15982,53471  ,9,"Chronic gastrojejunal ulcer without mention of hemorrhage or perforation, with obstruction"
15983,S72001K,10,"Fracture of unspecified part of neck of right femur, subsequent encounter for closed fracture with nonunion"
15984,S72111G,10,"Displaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with delayed healing"
15985,S36420A,10,"Contusion of duodenum, initial encounter"
15986,S3669XA,10,"Other injury of rectum, initial encounter"
15987,71827  ,9,"Pathological dislocation of joint, ankle and foot"
15988,S2752XA,10,"Contusion of thoracic trachea, initial encounter"
15989,D34    ,10,Benign neoplasm of thyroid gland
15990,J9504  ,10,Tracheo-esophageal fistula following tracheostomy
15991,53410  ,9,"Acute gastrojejunal ulcer with perforation, without mention of obstruction"
15992,M1A0611,10,"Idiopathic chronic gout, right knee, with tophus (tophi)"
15993,M4808  ,10,"Spinal stenosis, sacral and sacrococcygeal region"
15994,73021  ,9,"Unspecified osteomyelitis, shoulder region"
15995,I7091  ,10,Generalized atherosclerosis
15996,Y904   ,10,Blood alcohol level of 80-99 mg/100 ml
15997,S50911A,10,"Unspecified superficial injury of right forearm, initial encounter"
15998,S5402XA,10,"Injury of ulnar nerve at forearm level, left arm, initial encounter"
15999,1321   ,9,Pediculus corporis [body louse]
16000,M8088XG,10,"Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with delayed healing"
16001,G40019 ,10,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, without status epilepticus"
16002,H8303  ,10,"Labyrinthitis, bilateral"
16003,36289  ,9,Other retinal disorders
16004,M06862 ,10,"Other specified rheumatoid arthritis, left knee"
16005,T421X6A,10,"Underdosing of iminostilbenes, initial encounter"
16006,S83232A,10,"Complex tear of medial meniscus, current injury, left knee, initial encounter"
16007,M94262 ,10,"Chondromalacia, left knee"
16008,C153   ,10,Malignant neoplasm of upper third of esophagus
16009,81102  ,9,Closed fracture of coracoid process of scapula
16010,V4500  ,9,Unspecified cardiac device in situ
16011,3348   ,9,Other spinocerebellar diseases
16012,37441  ,9,Lid retraction or lag
16013,I7776  ,10,Dissection of artery of upper extremity
16014,V99XXXD,10,"Unspecified transport accident, subsequent encounter"
16015,S82872C,10,"Displaced pilon fracture of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
16016,S82252B,10,"Displaced comminuted fracture of shaft of left tibia, initial encounter for open fracture type I or II"
16017,S72042A,10,"Displaced fracture of base of neck of left femur, initial encounter for closed fracture"
16018,S82452B,10,"Displaced comminuted fracture of shaft of left fibula, initial encounter for open fracture type I or II"
16019,S32422A,10,"Displaced fracture of posterior wall of left acetabulum, initial encounter for closed fracture"
16020,S82392B,10,"Other fracture of lower end of left tibia, initial encounter for open fracture type I or II"
16021,S82042A,10,"Displaced comminuted fracture of left patella, initial encounter for closed fracture"
16022,C722   ,10,Malignant neoplasm of olfactory nerve
16023,80719  ,9,"Open fracture of multiple ribs, unspecified"
16024,E113542,10,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
16025,D699   ,10,"Hemorrhagic condition, unspecified"
16026,40410  ,9,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
16027,S8992XA,10,"Unspecified injury of left lower leg, initial encounter"
16028,S8991XA,10,"Unspecified injury of right lower leg, initial encounter"
16029,J84115 ,10,Respiratory bronchiolitis interstitial lung disease
16030,E1342  ,10,Other specified diabetes mellitus with diabetic polyneuropathy
16031,36233  ,9,Partial retinal arterial occlusion
16032,C062   ,10,Malignant neoplasm of retromolar area
16033,C441122,10,"Basal cell carcinoma of skin of right lower eyelid, including canthus"
16034,R855   ,10,Abnormal microbiological findings in specimens from digestive organs and abdominal cavity
16035,L98494 ,10,Non-pressure chronic ulcer of skin of other sites with necrosis of bone
16036,30270  ,9,"Psychosexual dysfunction, unspecified"
16037,Q2732  ,10,Arteriovenous malformation of vessel of lower limb
16038,S32434A,10,"Nondisplaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture"
16039,33383  ,9,Spasmodic torticollis
16040,C8291  ,10,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck"
16041,E8703  ,9,"Accidental cut, puncture, perforation or hemorrhage during injection or vaccination"
16042,S36599S,10,"Other injury of unspecified part of colon, sequela"
16043,S75002A,10,"Unspecified injury of femoral artery, left leg, initial encounter"
16044,S35515A,10,"Injury of left iliac vein, initial encounter"
16045,S36898A,10,"Other injury of other intra-abdominal organs, initial encounter"
16046,S36513A,10,"Primary blast injury of sigmoid colon, initial encounter"
16047,S36419A,10,"Primary blast injury of unspecified part of small intestine, initial encounter"
16048,T86829 ,10,Unspecified complication of skin graft (allograft) (autograft)
16049,R895   ,10,"Abnormal microbiological findings in specimens from other organs, systems and tissues"
16050,T451X1S,10,"Poisoning by antineoplastic and immunosuppressive drugs, accidental (unintentional), sequela"
16051,H5201  ,10,"Hypermetropia, right eye"
16052,S21331A,10,"Puncture wound without foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter"
16053,S42191A,10,"Fracture of other part of scapula, right shoulder, initial encounter for closed fracture"
16054,S27321D,10,"Contusion of lung, unilateral, subsequent encounter"
16055,S60221A,10,"Contusion of right hand, initial encounter"
16056,T180XXA,10,"Foreign body in mouth, initial encounter"
16057,T71192A,10,"Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm, initial encounter"
16058,S40852A,10,"Superficial foreign body of left upper arm, initial encounter"
16059,64903  ,9,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
16060,E1343  ,10,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy
16061,E0843  ,10,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy
16062,Z1610  ,10,Resistance to unspecified beta lactam antibiotics
16063,37052  ,9,Diffuse interstitial keratitis
16064,T410X2A,10,"Poisoning by inhaled anesthetics, intentional self-harm, initial encounter"
16065,R0901  ,10,Asphyxia
16066,C50512 ,10,Malignant neoplasm of lower-outer quadrant of left female breast
16067,C50012 ,10,"Malignant neoplasm of nipple and areola, left female breast"
